id,predicted_shares
36301,3061.207878152376
19224,2099.899593213
24615,6815.428574170426
11547,3174.94191109002
12728,3332.6913629972023
734,3474.591489948601
17115,5858.637952740725
13695,2983.797035019922
5053,3133.7053760598196
28096,2573.1950675087005
14532,3677.499926217697
15018,2398.050658455966
17497,5092.952329845511
23976,1458.879114259652
7947,1798.7022798633202
16416,2959.670770083861
27889,2012.6213014645991
26897,3353.5993483267484
38120,12653.173327952032
11128,4708.6672615629595
34984,5075.546033437972
25024,1605.8294791259627
15985,7440.853822587248
8285,2439.259105469376
13618,2877.546627282859
28977,2336.5883167408824
16811,2787.4044490455976
30361,1336.403574601499
35471,1687.2574452509941
28447,1753.8820012315
26279,2180.540329129152
31051,2468.7925694573773
21524,4962.063322581082
24998,1759.6377889082576
22100,3455.093868251063
7725,2157.465716787561
38122,2798.4549125328067
8592,3455.9765146955783
14606,1998.4102721297747
34181,1543.4428345910096
13128,2094.3254997087774
7755,2393.838123144372
20206,2598.656713572935
25460,6240.02619260354
8648,1794.1785558395388
23343,4862.982003948509
28358,2982.004852260677
21492,2143.873302189096
7298,2350.4496491217997
30218,2025.1918827491315
37790,3018.658251804094
33293,3927.504536808337
29448,3806.235549567719
31321,1556.5950239004917
16145,6095.518362197068
4393,3307.1661646626594
11181,3076.9453744061016
7594,1394.6802049903035
13561,2043.9766883190093
17902,1617.7465952481218
32813,1495.6285740848168
22981,2920.858796988033
38016,2518.553333991644
12830,1425.3013022202967
465,3637.8875271922843
14218,6212.535710420423
18345,2725.4295492827155
5466,2679.7282276483643
20274,2359.9395649184617
12469,2533.6348353627454
2885,3477.1891389470784
28918,4546.692152765656
26093,2259.585941113097
36499,2671.4705946870313
32274,2286.2580658117536
31956,1881.1622927283815
39075,1332.8000349511626
21289,2503.1672531357945
20785,6351.506420960342
24797,2297.314180503786
34154,2590.7459136494285
3886,3758.7059256391303
31304,4297.422344334662
17089,1994.109148468683
14553,1455.9744444088324
35458,5003.972095126903
37524,1814.0787705682442
4528,2809.202608904753
27850,5138.52092710056
4068,2504.769708760732
18455,1517.8670180695842
29410,2791.0665254615146
21396,1480.811865981442
6662,2865.716532674864
7033,2309.5347051028175
14018,2100.4600243263185
30276,3367.7602525215148
15884,2575.0001580784815
19470,8799.874338457857
16870,1422.0550621912648
25248,1718.80050933531
11734,2716.7052859450096
7325,1980.0882037574233
35467,10976.36044386805
2240,1908.742217010876
5382,2236.337878164043
28069,2378.571880052655
37721,2633.175230580567
18647,1756.2244420263523
5667,2577.59393511552
12133,1642.120604681104
15031,1739.894346718872
29601,3430.7863142315737
4401,2833.8219368876125
109,2317.24258923779
7024,2727.9786197493613
33492,4585.6282176233835
6427,4786.219026416744
21345,3201.767668674771
38920,2666.0413775870343
32817,6921.359149401458
29275,2202.8534152181433
22179,1409.4889225216166
3876,1982.3837892915296
25604,2454.5507661688835
12257,3071.1526175815793
26538,4732.671209849317
21856,1594.658797642877
22552,3161.1227082261385
18578,6000.808001926648
37970,4051.071062434744
22969,2316.105161870978
6698,3110.242925770071
14836,3749.314721509931
15709,4378.237881928255
33645,2395.602704033091
33775,1395.8685291906045
18189,2713.087445421991
14462,3014.563343164454
7759,3074.9567160422025
36107,3913.527351660733
23750,4031.1970942181415
31674,2359.3997225288927
14417,2881.2064535691197
29154,1694.3069431354318
5011,4885.950251415148
20261,4978.359655515521
26722,7912.675568100228
36146,1965.466939976282
39156,2799.661582644783
2915,3191.5262368682347
10146,3748.455649307101
7528,2506.3473007568427
35592,2173.2186292523893
20877,3776.04828738042
8612,2506.27001320993
32561,3454.403088714412
5035,3126.572510857741
32052,6909.448373250441
21482,2545.58913184939
39383,2775.0683307294967
6778,3360.891245676231
1536,2026.8901054727667
30804,3021.4946889456096
13538,2925.4632485091906
11816,1355.6849740855253
9562,3592.0046779651007
38612,3736.846991478468
14064,1362.0316059934894
21897,3361.6691358257144
21553,2504.8187677711903
655,2521.327072090288
14023,2263.3507973993487
24352,6737.920617439993
18712,4256.330178440422
18860,2122.880325004045
14177,1369.8600818231303
31149,3742.7445627898046
28031,1541.4308073694212
2182,2700.6436862766
1413,2017.0366563175794
36402,3664.594858707716
3108,2922.0627268837097
33863,2147.1010429251405
33483,2706.0130672429977
22201,2403.418130611906
14603,1524.687385988251
22105,6388.599796508788
27969,2595.637586186389
24501,4259.4691619541
40,2235.1408744805663
21837,4626.565984689413
10869,2695.4365076528443
3281,2435.073789204591
12949,3211.170963133043
33746,2544.5149561493445
30399,5513.755376577291
24576,2545.2739399897746
12148,2780.553812293321
35668,12212.417739911756
10182,2210.666616424764
29755,2225.7915552135605
13653,3195.887763162944
9898,1671.642311250254
24460,8720.892619586033
30330,3731.2085877210393
23033,7231.329833900477
5373,2918.8586601506827
17078,2832.547653554092
37177,1740.0059166261929
2863,2967.3665281846957
26151,2137.029143518283
7388,3414.6515455953895
29614,3170.96084963829
37836,2001.989927418565
7714,6453.392718465387
38050,4892.236607818032
14518,3229.454463606411
2464,2109.359388145161
3840,3808.685454030499
38813,1385.548655408629
24055,4051.1162640139955
26676,4185.188117509164
27771,3000.381306181344
34987,2117.0925743105345
7721,3648.09179643067
39284,7162.030708592407
7781,2081.164913261727
36579,2172.358688704347
1451,1931.5101799292063
29400,2004.8646436198699
7468,2972.597512495928
6549,2635.6114335036677
5821,1959.478970777582
22895,3889.7956989273184
28286,6744.456785723297
36548,3795.5901403173216
22646,2609.474056716466
35302,4786.963226857589
27422,2224.009715056268
37048,2012.178327538579
4569,4089.338217626814
3715,5162.176104484864
14128,2761.442972592562
35660,1408.1517254871114
24940,9031.136642799947
6002,5293.024486274878
6596,5705.641338364534
3818,2734.8495430169532
13205,4213.64973875712
8362,2423.559737529864
21063,2179.997350337821
17224,1742.4733980212022
27279,1655.1533417639685
28594,3125.7250404877063
34284,2647.3438861589943
11947,2222.8484398107876
19354,3337.0688770358834
7949,2118.9270008214153
16264,6582.368957449193
35983,2582.6108350719883
3928,2920.3844609768344
31820,1365.9132331278886
2325,2959.748702862795
16410,2249.5288345236404
27634,5679.407299192868
1398,1929.9693232457525
2276,4424.495384139189
14428,1752.214245904894
25258,2910.884732933573
23542,2416.828763917636
10491,4466.748918719948
33480,2739.2861647096956
31483,6057.886048753236
5179,4643.286941754273
11020,3118.8517913447554
14897,1582.142633362702
18760,4373.978862498804
30414,1918.1429961811302
3604,5237.592610917676
25754,1789.1683356317026
21189,2230.110332303527
30899,2527.975740631175
9398,6232.865872403084
10798,4309.340443239829
4056,3856.7490008015325
2814,6880.564602532048
25587,6705.743171019987
31237,1351.6378441760132
28217,3048.9487573294728
3885,2537.557133957711
36430,1658.9544366661628
6969,2558.315935106222
8153,3062.403795429475
35526,2510.554617460175
27806,2451.226097251518
35783,4474.082562201943
33206,1428.9599945606358
5114,4088.594428132342
1670,2056.466012376686
13658,1952.2018605953722
20129,3052.82492670132
14224,1937.4432073437379
3028,2191.9844910251154
3106,3345.1848222732397
5567,3388.952756746256
5488,2814.2875444768147
8528,2099.5542427642627
31864,4071.143241964622
32076,6488.218621858712
22347,2535.528241339462
33382,4022.4050868273243
2299,7124.668914633561
17767,1388.537645474261
1483,3362.162567405276
70,2022.9974651433583
9987,1974.2346203081581
24997,3918.506788476308
30542,4221.52141702134
24166,2410.55614671905
28646,1867.4900622406055
3018,3180.0996554831136
36774,3322.4499843271565
33311,2305.27725329015
7974,2794.0361024754325
15381,2265.2249901744503
24156,4496.864392030485
21907,3456.4138251783947
23768,3166.656698190238
23090,2821.3910328243933
13802,1506.111910059395
35067,1639.0320634882778
27956,2261.570103752181
31109,2742.761813838178
12607,2799.970531087753
3581,3628.504193905096
23530,3494.770620370072
30366,2675.6899907876277
38084,2574.40639252427
11858,1608.6185062987215
36673,1348.3110786202599
7945,1819.6101549397158
16100,3071.455349365489
28133,3096.8447277975297
22277,2250.757154416096
4564,3662.373322007932
35889,1405.4319090058802
22569,2167.9049051851816
11832,1411.514899500211
19124,3657.1756482758624
4095,9808.082357190055
3942,5153.7419754377615
17202,7766.429350875904
38902,3341.204534423539
27059,2181.969681011334
9128,1973.4053591235986
39255,1975.4408293697377
4404,4282.562461490779
32780,2088.3880528244754
28755,3417.354914568242
35035,3542.774458887552
1467,2507.1975905708464
33633,4045.727105406508
20266,2853.188612627697
21469,2588.1800803006217
33959,3342.2500188405033
32609,7719.781689718587
4029,2413.128565785276
19268,3843.446718097307
2644,2141.797557274452
1278,4025.098151569538
33091,3224.930435673954
31295,1342.9346508374538
24122,2977.167975007908
22987,3183.240004428739
24706,16664.587108333344
14646,1449.8648066554983
35028,4090.9892961719656
12570,1407.7006925109836
17734,2660.130176902809
14907,1545.651655042212
31043,2230.998742381794
35149,1497.5443955533472
28815,2828.2204334379394
34506,1780.77902885885
18451,2715.295455891853
14454,2407.810763955346
27093,2594.6139693158966
6350,3597.986591219292
26378,4991.9714251346195
37351,2641.627672170393
14276,2746.174059986571
9263,1728.980829946013
5687,4674.490383735936
5401,2676.487173495531
37300,2900.1841032285906
20135,1715.75420285882
35542,2272.813707889799
29898,3565.254360060679
30543,2731.231091467476
27646,2882.5471017468803
13581,3678.2855603204343
8393,1365.1061437430053
31666,4964.729031227389
36307,2058.059309890162
27883,1993.9906580605382
24275,4094.210265648042
9737,2770.1961719741644
33523,5045.81101005038
27636,1448.3914687739211
26353,2718.2288571054814
8421,2524.6795261796524
38681,4212.811403074684
24440,4091.534186988142
5306,2373.8464306290475
5503,5011.416845140225
34882,9964.904155927365
36975,1341.2954615550084
323,4155.77967636695
5553,2336.1144381202266
20416,9818.160201604242
28972,2738.79586113158
8019,5188.410763430384
13369,1643.0439561309997
24267,3208.3031923562785
32642,4300.54962811649
24490,6104.195357712557
3935,9057.768972339303
11430,9262.991934192249
26187,2838.3435351454355
31506,4861.422796154753
15949,3639.956355913754
36879,1700.09798326151
20881,2779.9832476338347
4160,1950.4745384876735
26376,2435.028206223221
13144,2382.802856216641
24601,3883.2378349514834
37906,1460.2088853251512
5775,5422.656072241066
37966,2246.3441109825653
9064,1972.247198238053
14514,1346.4507184688741
30638,4916.973442112899
36588,2925.4648942682343
21084,2487.6220005902655
15533,4871.108393097245
30525,1369.108781776395
608,4635.2545641453435
7638,2126.9470882410055
29977,1463.195915151161
3852,3309.4313843305254
36592,2357.1103320614693
35671,1378.6903367265052
2445,3122.4110120704195
20582,2202.742242857011
39190,4201.147413201329
10089,3188.3715860954317
11541,4939.631072550313
29920,5195.245477748528
19686,4268.688722469277
34260,14541.208898475725
20675,2440.2707445512283
20691,4902.964952387368
31527,3917.453780886248
31018,1956.2848141489312
7201,2981.7125385585073
35963,1945.878957782871
25444,1821.2901965827905
25055,2696.918672836462
25300,2143.553705336477
1453,1812.6584772865076
15491,5344.920431252822
30606,1541.0210548733623
18085,1895.315949221319
28824,5221.305376915011
21713,2761.917730469209
32948,2805.3110722733027
27393,7916.172569199361
12678,2811.234882480463
9929,1943.7529750977278
32079,2544.8847635285256
20938,2451.420640964009
1993,2894.462323339409
9192,1898.9543570120086
30709,1432.665346868782
28505,1998.0447739363108
967,2934.2349255646086
13302,2161.185245727229
22460,1690.7815018483443
8372,1458.0080982050792
10877,2132.5065161743773
5501,3846.560631406231
33157,2786.5699806214207
13151,6779.720787661692
16540,15485.716347362832
25911,1648.1829247844476
21001,1735.257082700766
27406,2212.1556358888774
36396,1648.1935952846202
18046,19960.90366906148
36736,1350.1748654780397
22975,1847.9022642136315
8904,3577.1998515736586
6882,3068.539070443814
36259,1631.6801420849247
29224,1582.775618362355
39521,3123.9477333750797
9598,2492.6921312637783
18234,1903.3898337745823
16131,1831.7761433915036
24651,5080.645746269484
21466,1677.9209230628599
32619,5355.752391969564
33806,4391.417822766017
30204,1380.7080987729446
10171,3302.186779260066
31561,7625.796726824492
6161,3291.5238058590085
2290,10804.788113401684
37604,1807.0940997549321
36505,2481.183608875153
23469,2432.890161877702
22073,6048.452918612324
26591,2057.582163956513
7250,3136.1965504808118
6933,1437.101418498609
9060,1877.7318657836386
27621,7725.997844422856
16987,4839.012637012845
27705,2626.7892548373616
5100,3893.0317151032864
30752,2990.2042085581993
35557,24253.71415634595
5746,2495.2321027394537
27170,2106.1752059594287
18623,2809.7528628253826
1503,2567.4299390433143
5360,3000.1183939670027
13552,3635.398636510265
19292,3007.0292816798956
18686,3368.3409895638733
22565,3062.9866388506734
7779,2177.1139100252935
38840,1470.0271706703068
21954,2687.3921333146823
5395,2543.0633781334195
5286,2265.902868634425
13604,16482.99132199257
14192,3241.2265436888306
15965,3609.2333910729258
37520,1415.249121687241
6573,4405.104545908507
30839,1958.1364492786693
14942,2812.662953611372
34052,3074.7729179027465
23505,2164.688099591195
28499,3007.12737804835
10045,4685.470788037814
30380,3170.4965820405723
8931,4083.4315854205993
1213,7940.074299847383
15236,6458.785455959183
20909,2197.4492586218757
32603,1378.013186566681
34266,1946.8304583216504
19487,4408.999159524459
314,3498.800024992768
29413,2401.5112004477146
19577,4657.423306200531
311,4143.2426337945535
27517,2097.558304211358
13963,1410.0666925204412
10881,1494.9422105857645
30906,2389.568110187891
35978,6616.21145144238
23222,9643.267395285378
22146,4097.671048028375
2269,3212.1689057484705
23623,3200.2297314854445
3388,3353.384643561418
27396,5956.0076250807615
8406,2635.799571523851
14473,4026.727993430381
8494,2250.604944687602
31292,2255.5030520322903
12898,4081.3486613889236
37171,2022.0958078547826
13488,2281.79154267525
2279,2063.396365288811
8480,2774.6010732935492
30346,1972.5640629614566
23725,3365.7530735427586
27319,3335.894722357243
25432,4569.641846333528
38241,4027.8258230396227
29552,4584.683182589924
7652,10756.124945759488
38293,2697.8475737490253
27618,2146.450107369134
30298,4257.03309792215
22894,4995.853836021104
27739,3855.924378411899
32242,2217.150657484401
26492,2293.1995501324354
35784,2662.4520713531
21495,1670.3935720592833
25847,33184.13376501312
23982,5220.1701599410035
4817,3687.673599949031
8658,1365.6400717773797
34536,1499.8105689043264
33208,7303.867290200071
30280,6190.210105088493
36842,1618.8040233617314
24550,1545.9545932457952
20859,2340.1705134508566
29463,3045.219451162581
39172,7213.144267508141
19776,3988.924264973445
2952,2913.5608227404327
35210,5509.154476201291
953,3630.9206455187614
29408,6285.475641666092
33182,3843.739262881458
24854,2146.061504595015
5941,3794.477158540026
38484,2288.1473486428763
30413,2343.288005477561
13299,2097.308066255686
1763,1815.9309201522588
24919,3446.268014545043
16164,6091.550831266062
12361,5335.013889541468
36126,3132.5843065756426
7109,9275.865744423187
14729,2926.1348176769043
16307,15967.069033350337
35919,2466.9083686159665
28886,2656.8555372533338
20882,2493.977469676473
24100,5078.6993888820725
25514,5875.757527565064
6039,3657.2547714921448
7915,2170.4778741277187
32797,2274.168343194839
33508,9933.462431514317
23637,4848.338809079257
3693,2244.2255621443232
29893,3926.9877260465396
37662,2066.1504038852127
8857,2327.6995294910867
15981,2466.0808409045285
21679,1893.3793655413128
27582,1531.925828206083
4448,2445.502350107679
5770,2436.711000036026
943,1925.8425131292943
17460,6994.601060015578
5020,2508.34599815746
27123,2568.5388616556234
28717,1681.135367978867
8560,3472.999648825713
252,1797.4453830276973
22374,5264.838753906212
15644,1534.5610333130544
23258,2821.3857282338017
8543,2779.668199197206
18552,1875.3056283969754
16423,3999.482866053097
26379,1902.5601922530373
15466,2325.268487175732
4202,2825.521158532044
8901,4006.577270561438
5991,2190.039451566929
35814,2310.7205177613982
16343,3569.998185318238
4168,2122.9308195887565
24002,2766.660188064143
13952,2280.568339764621
16602,7756.577534789295
13991,1359.2088548713812
13966,3273.5761780362977
31784,1536.757376705623
3220,3259.260463901434
14675,3272.0997649701067
19304,6818.0678582280225
27182,5673.929410845147
14889,2395.4655146129785
28155,9132.524768104966
24263,3440.868904029078
31176,2031.408880906006
13639,5183.797538771427
24032,1881.850939392612
10671,5825.440684773955
469,2000.4841465122852
36886,1379.8379618664778
24315,2717.504713917512
24375,5368.218385894916
30113,2251.130382744223
15780,1387.8667128955456
2149,5338.403280670447
20009,2204.3031034609226
26009,2128.358602450422
14815,3447.3204162759166
38162,4866.50150876136
20071,8177.028781713799
37388,1520.0123264607548
31357,3702.0675510850892
10506,2310.244565804424
1487,1963.532276633218
2494,3547.2809395618456
7567,2214.1743573559206
22036,5575.214598397541
26594,2775.995974439232
17503,2726.981027839395
144,1784.729189398585
33101,12267.651871780165
35093,11359.518517669156
3855,4727.268370740872
24735,3132.0640147433423
17425,2926.8532211677975
34033,2314.7265759578486
30785,2069.1227177367145
21910,2458.190705484807
20227,8729.436468122825
31139,6596.06147459324
22109,1869.3784880509147
1174,2774.5421015286465
9194,2894.0250800928648
3265,2488.7474962811457
10562,2005.8458287529563
32579,3879.4669592859227
31473,5220.129414546001
20751,5301.702148892743
22256,5159.283417333405
18652,2041.6154070786133
33631,2382.2971040374505
7335,1505.3907723768052
25480,6070.219487073849
38154,5627.3826547882345
23891,1801.8842830567767
28081,4431.539652830746
33889,2076.732403710012
37266,1382.9750091993574
9976,2872.9772515947534
23006,2706.493539279647
10890,10652.719230337096
17176,4681.216044331363
5576,2999.753634847663
11300,2250.997025988653
12216,1754.5452331090833
6424,2859.132918335659
2893,2077.8497532518313
12387,5641.194912027748
17969,3501.371294765958
23712,5201.16517401668
1911,1978.4574047519438
13458,4913.997339161358
1900,2038.0150496071046
19570,14570.75523953331
29787,5152.415492455733
9038,2945.2797767515412
1033,1990.0036998149758
9051,2978.9091304402477
39558,8637.745104502847
35611,3684.640353561499
15518,4350.145694718448
896,1884.022755136233
16539,3889.620338175734
7327,2002.4881056357453
879,2030.0625239483988
17120,9926.106297998635
26755,2991.188036057746
7122,1437.5155278583106
36339,4897.020322565864
39195,6748.39582141041
11714,4406.012937082624
7416,3201.298606251528
31162,3407.5917683238
11839,2965.0367920631484
7403,2911.7625396085455
9761,3783.9805656954995
14257,3029.182463166871
3000,6465.2236419200535
14006,1997.7058568834857
8508,2500.083420628695
3835,2791.0370730062477
30437,2376.9413347678587
20088,3992.39351894437
19725,4333.043578300705
25468,2403.441265158489
5384,2186.6867558818444
13800,3816.8745078743714
29822,2308.84242822082
11234,2204.496523958541
17291,2262.7739285485122
32666,3379.169188992863
2743,2447.481637850096
26169,3246.95651994025
22069,2153.894487241822
2541,5565.666807732539
262,1933.3204090405588
39028,1951.1151196570083
21717,3654.4864664656097
470,3302.3624828227657
34959,2426.6612645417167
23120,1388.6649814246982
3419,2913.843563943268
7613,2736.7157160436623
23094,3724.771160590972
31178,1414.2051065362093
31260,7118.435088619878
37431,4247.233381189342
20126,1817.29521323386
15497,2062.3197927531673
34505,1784.8584883857225
33581,7995.9263860926485
24360,6672.243825351108
38358,2276.3861143062823
1557,4449.832365054214
37317,1340.7756214679591
28558,3110.256757747488
13,8277.215041401718
26942,2774.6720119061442
11925,1367.5602871084734
8293,4012.5306941125314
10192,2314.063376331375
16674,3607.350085989468
3168,4088.528970245422
23233,3637.052247110647
24894,4893.889000189102
7969,2203.4727425705346
24353,7418.112433799331
26350,2302.0175112878246
3640,2910.8907869300256
29897,2286.6437326217156
11990,3303.4817083603043
11198,2251.369514671604
21502,1731.9170425780676
5471,2555.119730361771
16894,1768.269404901119
26237,2796.8641775326414
12913,7922.565874925971
37224,1712.0366958167547
18113,4804.922646370485
6013,3344.6422914979603
1043,1937.257369559392
499,2902.6688874527963
31927,4392.48922623749
4410,1978.6463253295444
13649,2490.3792227949325
21191,5964.294443805541
27510,1369.394363000169
13282,3019.4313641259623
12725,2955.1668098855157
31553,2412.458510887757
25131,1972.5935311531562
2133,9162.13659933282
3875,3504.441559015022
12425,2856.4431145742874
28833,1365.7820964098144
19367,1865.287741207897
5457,2855.5592700986426
14573,2973.6131111202294
35261,2035.1455184418269
24493,1564.1684411037866
36319,3185.614592744906
21046,1942.4564632929394
12981,1698.2618516608638
1791,1710.901678322718
21645,2938.0653005301733
37385,2464.934754025473
18195,1496.0170086770338
2608,2046.72289816577
37223,1417.2317546320687
15938,3506.876191843879
19807,4722.183453010255
34327,2033.1438654026758
39153,20554.88668580506
3214,4357.503594468373
1731,2401.692334284795
1319,2595.636948100271
5676,3286.3047948373815
21023,4986.176050067512
23072,3808.385684419932
36977,4304.342505754393
22456,2076.619879133447
29600,8818.97921585757
35462,1664.361602215002
14682,2558.5439107130023
33255,1510.2878740932574
31504,1407.298421178954
31322,4520.996820010921
18851,5546.930382626664
1930,2176.030521088489
2158,3131.5220434035896
10263,4191.629559935582
14927,1381.7108694152744
25379,5390.879109227227
37647,10679.307039339148
30100,1417.927720172232
17141,2286.3355218722036
5847,5064.254288615039
33058,6573.825552291103
10017,1373.4325534149193
3944,3220.1618726922406
19351,2950.760685862329
12509,3374.420981524477
26216,2292.2222402397815
20050,3920.628469881941
30427,2649.025887003501
21721,5335.693664392517
19150,6901.787791599556
26697,2368.447473920862
18525,3565.809563312004
14000,5265.083848176076
6948,1472.3292938721568
21060,2657.744311423761
596,2226.439970722752
12488,2757.2679998418525
21244,2200.549010691941
1072,3188.632824647374
37537,2002.87162618669
2111,2141.273620685091
3001,3595.3937989413153
10378,1326.7996499990063
22378,4596.937769920386
10829,2238.128068566125
1323,2915.56919002691
32283,2071.255598875394
24782,5483.804326117952
26861,1647.932761045359
471,1856.0211189220522
18742,1591.7331964117461
19152,2404.4851141095114
20216,3907.5777987640213
26537,3834.162639038065
33131,1678.8235608561172
5159,2477.8799766006628
6108,4249.854291906602
37280,10310.287928691747
24413,3952.2270428101274
35658,5049.171859099605
22739,7854.757791148957
11806,2096.885886697458
7149,3067.544628711126
12152,3485.9609913805643
17797,1381.8257955046042
25583,4791.581699369721
16404,2421.850553268293
11677,4690.504479975605
10035,2539.0198533066887
12507,2129.226970585398
31801,2811.744737133692
18716,3271.9192877497735
37860,2074.2513628281317
29908,2414.7892146760364
5134,2515.6118278393524
26934,1666.6027827456016
5535,3049.0261986573246
7040,3774.3538828837536
10287,2806.3730301672244
16612,2641.046204728531
22875,2785.08371540683
428,4981.780574891327
17365,2198.835445048272
24163,3626.914889953233
30008,2153.8590143358874
96,4025.13441644657
7732,2935.4776376738982
32372,2813.7016445886406
25777,6783.589786093811
5071,2555.0748198386423
37331,7777.358078386973
25119,1911.7559117089725
20060,3675.5641654562264
20228,2655.2632757492825
16836,2875.424426574649
6556,3515.1072398965007
13270,2000.507521546006
28066,2278.1399129556335
34537,4008.5739336955676
36913,2604.1974912866817
37720,1363.804828703549
217,2264.980257498494
22428,2732.971229120413
29071,1982.264501662604
6660,2257.702953120076
18492,2564.9002701968193
27119,14694.883919955242
30485,2728.489412926092
38397,4128.649025484392
36348,1427.4774487255086
22362,1466.5803280277496
7811,2154.268823631169
33800,4020.223366978024
21237,3817.3493994486425
17265,2234.9861001227746
8858,2122.124756220065
7414,5341.281122477498
13705,3956.0577328193585
5170,2207.5763694483776
33041,9056.109346258916
33927,2250.411257541143
6821,3166.3514025028544
4157,2008.0349667641701
29559,3688.405238876891
24540,2053.7045982227846
2851,1915.478844299059
6418,2269.0846840019894
37474,5256.653789839332
39397,2820.653255081136
9618,2864.6450007158946
15967,2023.3504353268972
447,5436.920016557871
